workerid,trial_number_block,rating,gender,age,sentence,definition,political,condition,homelang,income,education,ethnicity,aim,traitb,traitType,trait,genderF
anon21,10,7,male,25-34,Competitive,"The use of your imagination, or original ideas.  Being original, basically.",2,Divergent,English,100000-149999,highSchoolDrad,Caucasian,To see what traits people thought coincided with creativity.,TRUE,Masculine,Competitive,male
anon21,11,8,male,25-34,Decisive,"The use of your imagination, or original ideas.  Being original, basically.",2,Divergent,English,100000-149999,highSchoolDrad,Caucasian,To see what traits people thought coincided with creativity.,TRUE,Masculine,Decisive,male
anon21,12,2,male,25-34,Sympathetic,"The use of your imagination, or original ideas.  Being original, basically.",2,Divergent,English,100000-149999,highSchoolDrad,Caucasian,To see what traits people thought coincided with creativity.,FALSE,Feminine,Sympathetic,male
anon21,13,6,male,25-34,Ambitious,"The use of your imagination, or original ideas.  Being original, basically.",2,Divergent,English,100000-149999,highSchoolDrad,Caucasian,To see what traits people thought coincided with creativity.,TRUE,Masculine,Ambitious,male
anon21,14,9,male,25-34,Daring,"The use of your imagination, or original ideas.  Being original, basically.",2,Divergent,English,100000-149999,highSchoolDrad,Caucasian,To see what traits people thought coincided with creativity.,TRUE,Masculine,Daring,male
anon21,15,8,male,25-34,Adventurous,"The use of your imagination, or original ideas.  Being original, basically.",2,Divergent,English,100000-149999,highSchoolDrad,Caucasian,To see what traits people thought coincided with creativity.,TRUE,Masculine,Adventurous,male
anon21,16,9,male,25-34,Willing to take risks,"The use of your imagination, or original ideas.  Being original, basically.",2,Divergent,English,100000-149999,highSchoolDrad,Caucasian,To see what traits people thought coincided with creativity.,TRUE,Masculine,Willing to take risks,male
anon22,1,8,female,25-34,Daring,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,TRUE,Masculine,Daring,female
anon22,2,3,female,25-34,Supportive,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,FALSE,Feminine,Supportive,female
anon22,3,9,female,25-34,Willing to take risks,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,TRUE,Masculine,Willing to take risks,female
anon22,4,3,female,25-34,Understanding of others,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,FALSE,Feminine,Understanding of others,female
anon22,5,7,female,25-34,Courageous,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,TRUE,Masculine,Courageous,female
anon22,6,5,female,25-34,Competitive,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,TRUE,Masculine,Competitive,female
anon22,7,2,female,25-34,Sympathetic,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,FALSE,Feminine,Sympathetic,female
anon22,8,6,female,25-34,Self-reliant,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,TRUE,Masculine,Self-reliant,female
anon22,9,3,female,25-34,Helpful to others,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,FALSE,Feminine,Helpful to others,female
anon22,10,3,female,25-34,Cooperative,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,FALSE,Feminine,Cooperative,female
anon22,11,2,female,25-34,Warm in relationships with others,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,FALSE,Feminine,Warm in relationships with others,female
anon22,12,2,female,25-34,Nurturing,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,FALSE,Feminine,Nurturing,female
anon22,13,8,female,25-34,Adventurous,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,TRUE,Masculine,Adventurous,female
anon22,14,2,female,25-34,Sensitive,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,FALSE,Feminine,Sensitive,female
anon22,15,7,female,25-34,Ambitious,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,TRUE,Masculine,Ambitious,female
anon22,16,6,female,25-34,Decisive,having unique ideas and acting on them,2,Divergent,English,25000-34999,someCollege,Caucasian,opinions on creativity,TRUE,Masculine,Decisive,female
anon23,1,8,female,45-64,Adventurous,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",TRUE,Masculine,Adventurous,female
anon23,2,2,female,45-64,Helpful to others,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",FALSE,Feminine,Helpful to others,female
anon23,3,7,female,45-64,Courageous,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",TRUE,Masculine,Courageous,female
anon23,4,7,female,45-64,Self-reliant,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",TRUE,Masculine,Self-reliant,female
anon23,5,6,female,45-64,Sensitive,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",FALSE,Feminine,Sensitive,female
anon23,6,2,female,45-64,Supportive,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",FALSE,Feminine,Supportive,female
anon23,7,2,female,45-64,Competitive,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",TRUE,Masculine,Competitive,female
anon23,8,2,female,45-64,Willing to take risks,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",TRUE,Masculine,Willing to take risks,female
anon23,9,2,female,45-64,Nurturing,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",FALSE,Feminine,Nurturing,female
anon23,10,2,female,45-64,Understanding of others,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",FALSE,Feminine,Understanding of others,female
anon23,11,6,female,45-64,Daring,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",TRUE,Masculine,Daring,female
anon23,12,2,female,45-64,Ambitious,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",TRUE,Masculine,Ambitious,female
anon23,13,2,female,45-64,Sympathetic,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",FALSE,Feminine,Sympathetic,female
anon23,14,2,female,45-64,Warm in relationships with others,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",FALSE,Feminine,Warm in relationships with others,female
anon23,15,2,female,45-64,Cooperative,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",FALSE,Feminine,Cooperative,female
anon23,16,2,female,45-64,Decisive,"The ability to see or formulate concepts, options and opportunities.",2,Divergent,English,25000-34999,Grad,Caucasian,"To see whether subjects imbue creativity with additional positive qualities, such as caring for other people or courage or whatever.  In my opinion, other positive qualities are not inherent in creativity.",TRUE,Masculine,Decisive,female
anon24,1,5,male,18-24,Warm in relationships with others,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,FALSE,Feminine,Warm in relationships with others,male
anon24,2,8,male,18-24,Willing to take risks,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,TRUE,Masculine,Willing to take risks,male
anon24,3,5,male,18-24,Courageous,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,TRUE,Masculine,Courageous,male
anon24,4,4,male,18-24,Sensitive,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,FALSE,Feminine,Sensitive,male
anon24,5,3,male,18-24,Understanding of others,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,FALSE,Feminine,Understanding of others,male
anon24,6,3,male,18-24,Decisive,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,TRUE,Masculine,Decisive,male
anon24,7,1,male,18-24,Cooperative,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,FALSE,Feminine,Cooperative,male
anon24,8,3,male,18-24,Supportive,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,FALSE,Feminine,Supportive,male
anon24,9,3,male,18-24,Sympathetic,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,FALSE,Feminine,Sympathetic,male
anon24,10,8,male,18-24,Adventurous,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,TRUE,Masculine,Adventurous,male
anon24,11,5,male,18-24,Daring,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,TRUE,Masculine,Daring,male
anon24,12,5,male,18-24,Ambitious,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,TRUE,Masculine,Ambitious,male
anon24,13,4,male,18-24,Competitive,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,TRUE,Masculine,Competitive,male
anon24,14,2,male,18-24,Helpful to others,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,FALSE,Feminine,Helpful to others,male
anon24,15,4,male,18-24,Nurturing,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,FALSE,Feminine,Nurturing,male
anon24,16,7,male,18-24,Self-reliant,Thinking without structure or preconceived notion ,4,Divergent,English,15000-24999,collegeGraduate,Caucasian,Creativity ,TRUE,Masculine,Self-reliant,male
anon25,1,3,female,25-34,Courageous,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,TRUE,Masculine,Courageous,female
anon25,2,9,female,25-34,Willing to take risks,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,TRUE,Masculine,Willing to take risks,female
anon25,3,2,female,25-34,Supportive,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,FALSE,Feminine,Supportive,female
anon25,4,9,female,25-34,Adventurous,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,TRUE,Masculine,Adventurous,female
anon25,5,9,female,25-34,Decisive,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,TRUE,Masculine,Decisive,female
anon25,6,9,female,25-34,Daring,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,TRUE,Masculine,Daring,female
anon25,7,8,female,25-34,Understanding of others,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,FALSE,Feminine,Understanding of others,female
anon25,8,3,female,25-34,Nurturing,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,FALSE,Feminine,Nurturing,female
anon25,9,3,female,25-34,Sympathetic,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,FALSE,Feminine,Sympathetic,female
anon25,10,5,female,25-34,Warm in relationships with others,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,FALSE,Feminine,Warm in relationships with others,female
anon25,11,6,female,25-34,Competitive,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,TRUE,Masculine,Competitive,female
anon25,12,5,female,25-34,Cooperative,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,FALSE,Feminine,Cooperative,female
anon25,13,5,female,25-34,Sensitive,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,FALSE,Feminine,Sensitive,female
anon25,14,7,female,25-34,Self-reliant,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,TRUE,Masculine,Self-reliant,female
anon25,15,7,female,25-34,Ambitious,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,TRUE,Masculine,Ambitious,female
anon25,16,4,female,25-34,Helpful to others,Creativity is being able to make connections between concepts that most other people wouldn't.,6,Convergent,English,25000-34999,someCollege,Asian,Views of creativity among different demographics.,FALSE,Feminine,Helpful to others,female
anon26,1,4,male,35-44,Sensitive,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,FALSE,Feminine,Sensitive,male
anon26,2,4,male,35-44,Competitive,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,TRUE,Masculine,Competitive,male
anon26,3,4,male,35-44,Warm in relationships with others,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,FALSE,Feminine,Warm in relationships with others,male
anon26,4,7,male,35-44,Self-reliant,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,TRUE,Masculine,Self-reliant,male
anon26,5,4,male,35-44,Sympathetic,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,FALSE,Feminine,Sympathetic,male
anon26,6,6,male,35-44,Cooperative,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,FALSE,Feminine,Cooperative,male
anon26,7,6,male,35-44,Supportive,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,FALSE,Feminine,Supportive,male
anon26,8,7,male,35-44,Nurturing,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,FALSE,Feminine,Nurturing,male
anon26,9,6,male,35-44,Daring,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,TRUE,Masculine,Daring,male
anon26,10,6,male,35-44,Helpful to others,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,FALSE,Feminine,Helpful to others,male
anon26,11,5,male,35-44,Ambitious,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,TRUE,Masculine,Ambitious,male
anon26,12,7,male,35-44,Willing to take risks,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,TRUE,Masculine,Willing to take risks,male
anon26,13,6,male,35-44,Adventurous,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,TRUE,Masculine,Adventurous,male
anon26,14,6,male,35-44,Courageous,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,TRUE,Masculine,Courageous,male
anon26,15,5,male,35-44,Decisive,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,TRUE,Masculine,Decisive,male
anon26,16,6,male,35-44,Understanding of others,One who imagines and creates,5,Divergent,english,75000-99999,someGrad,Caucasian,to see what traits in people make people creative,FALSE,Feminine,Understanding of others,male
anon27,1,7,female,18-24,Willing to take risks,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,TRUE,Masculine,Willing to take risks,female
anon27,2,5,female,18-24,Warm in relationships with others,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,FALSE,Feminine,Warm in relationships with others,female
anon27,3,6,female,18-24,Ambitious,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,TRUE,Masculine,Ambitious,female
anon27,4,8,female,18-24,Nurturing,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,FALSE,Feminine,Nurturing,female
anon27,5,9,female,18-24,Cooperative,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,FALSE,Feminine,Cooperative,female
anon27,6,7,female,18-24,Self-reliant,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,TRUE,Masculine,Self-reliant,female
anon27,7,6,female,18-24,Courageous,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,TRUE,Masculine,Courageous,female
anon27,8,8,female,18-24,Decisive,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,TRUE,Masculine,Decisive,female
anon27,9,7,female,18-24,Competitive,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,TRUE,Masculine,Competitive,female
anon27,10,4,female,18-24,Adventurous,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,TRUE,Masculine,Adventurous,female
anon27,11,6,female,18-24,Sympathetic,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,FALSE,Feminine,Sympathetic,female
anon27,12,7,female,18-24,Understanding of others,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,FALSE,Feminine,Understanding of others,female
anon27,13,8,female,18-24,Daring,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,TRUE,Masculine,Daring,female
anon27,14,7,female,18-24,Supportive,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,FALSE,Feminine,Supportive,female
anon27,15,9,female,18-24,Sensitive,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,FALSE,Feminine,Sensitive,female
anon27,16,9,female,18-24,Helpful to others,"the use of the imagination or original ideas, especially in the production of an artistic work.the ability to transcend traditional ideas, rules, patterns, relationships, or the like, and to create meaningful new ideas, forms, methods, interpretations, etc.; originality, progressiveness, or imagination.  ",7,Convergent,english,15000-24999,Grad,Caucasian,about creativity,FALSE,Feminine,Helpful to others,female
anon28,1,3,male,18-24,Cooperative,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,FALSE,Feminine,Cooperative,male
anon28,2,2,male,18-24,Decisive,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,TRUE,Masculine,Decisive,male
anon28,3,8,male,18-24,Ambitious,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,TRUE,Masculine,Ambitious,male
anon28,4,5,male,18-24,Helpful to others,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,FALSE,Feminine,Helpful to others,male
anon28,5,5,male,18-24,Courageous,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,TRUE,Masculine,Courageous,male
anon28,6,2,male,18-24,Warm in relationships with others,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,FALSE,Feminine,Warm in relationships with others,male
anon28,7,3,male,18-24,Supportive,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,FALSE,Feminine,Supportive,male
anon28,8,8,male,18-24,Willing to take risks,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,TRUE,Masculine,Willing to take risks,male
anon28,9,8,male,18-24,Adventurous,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,TRUE,Masculine,Adventurous,male
anon28,10,4,male,18-24,Sensitive,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,FALSE,Feminine,Sensitive,male
anon28,11,7,male,18-24,Sympathetic,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,FALSE,Feminine,Sympathetic,male
anon28,12,7,male,18-24,Understanding of others,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,FALSE,Feminine,Understanding of others,male
anon28,13,8,male,18-24,Self-reliant,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,TRUE,Masculine,Self-reliant,male
anon28,14,4,male,18-24,Nurturing,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,FALSE,Feminine,Nurturing,male
anon28,15,8,male,18-24,Competitive,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,TRUE,Masculine,Competitive,male
anon28,16,7,male,18-24,Daring,An ability to think outside the box,3,Divergent,English,35000-49999,highSchoolDrad,Caucasian,I'm not sure,TRUE,Masculine,Daring,male
anon29,1,9,male,35-44,Cooperative,ability to think differently,4,Divergent,tamil,50000-74999,Grad,Asian,some Psychological experiment about people's opinion and thinking,FALSE,Feminine,Cooperative,male
anon29,2,9,male,35-44,Nurturing,ability to think differently,4,Divergent,tamil,50000-74999,Grad,Asian,some Psychological experiment about people's opinion and thinking,FALSE,Feminine,Nurturing,male
anon29,3,8,male,35-44,Willing to take risks,ability to think differently,4,Divergent,tamil,50000-74999,Grad,Asian,some Psychological experiment about people's opinion and thinking,TRUE,Masculine,Willing to take risks,male
anon29,4,8,male,35-44,Decisive,ability to think differently,4,Divergent,tamil,50000-74999,Grad,Asian,some Psychological experiment about people's opinion and thinking,TRUE,Masculine,Decisive,male
anon29,5,7,male,35-44,Ambitious,ability to think differently,4,Divergent,tamil,50000-74999,Grad,Asian,some Psychological experiment about people's opinion and thinking,TRUE,Masculine,Ambitious,male
anon29,6,7,male,35-44,Sympathetic,ability to think differently,4,Divergent,tamil,50000-74999,Grad,Asian,some Psychological experiment about people's opinion and thinking,FALSE,Feminine,Sympathetic,male
anon29,7,7,male,35-44,Competitive,ability to think differently,4,Divergent,tamil,50000-74999,Grad,Asian,some Psychological experiment about people's opinion and thinking,TRUE,Masculine,Competitive,male
anon29,8,8,male,35-44,Warm in relationships with others,ability to think differently,4,Divergent,tamil,50000-74999,Grad,Asian,some Psychological experiment about people's opinion and thinking,FALSE,Feminine,Warm in relationships with others,male
anon29,9,7,male,35-44,Understanding of others,ability to think differently,4,Divergent,tamil,50000-74999,Grad,Asian,some Psychological experiment about people's opinion and thinking,FALSE,Feminine,Understanding of others,male
anon29,10,7,male,35-44,Self-reliant,ability to think differently,4,Divergent,tamil,50000-74999,Grad,Asian,some Psychological experiment about people's opinion and thinking,TRUE,Masculine,Self-reliant,male
anon29,11,7,male,35-44,Supportive,ability to think differently,4,Divergent,tamil,50000-74999,Grad,Asian,some Psychological experiment about people's opinion and thinking,FALSE,Feminine,Supportive,male
